"controlId","controlFamily","controlName","policyId","policyName","policyEffect","currentProdEffect","currentNonprodEffect","implementationStatus","enforcementScope"
"AC-4","AC","Information Flow Enforcement","0fda3595-9f2b-4592-8675-4231d6fa82fe","Azure Cognitive Search services should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","0fda3595-9f2b-4592-8675-4231d6fa82fe","Azure Cognitive Search services should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","0fda3595-9f2b-4592-8675-4231d6fa82fe","Azure Cognitive Search services should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","0fda3595-9f2b-4592-8675-4231d6fa82fe","Azure Cognitive Search services should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","0fda3595-9f2b-4592-8675-4231d6fa82fe","Azure Cognitive Search services should use private link","Audit","Audit","Audit","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","b4330a05-a843-4bc8-bf9a-cacce50c67f4","Resource logs in Search services should be enabled","Audit","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","b4330a05-a843-4bc8-bf9a-cacce50c67f4","Resource logs in Search services should be enabled","Audit","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","b4330a05-a843-4bc8-bf9a-cacce50c67f4","Resource logs in Search services should be enabled","Audit","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","b4330a05-a843-4bc8-bf9a-cacce50c67f4","Resource logs in Search services should be enabled","Audit","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}","Planned","Both"
"AC-2","AC","Account Management","4f11b553-d42e-4e3a-89be-32ca364cad4c","A maximum of 3 owners should be designated for your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-6","AC","Least Privilege","4f11b553-d42e-4e3a-89be-32ca364cad4c","A maximum of 3 owners should be designated for your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-6(7)","AC","Least Privilege","4f11b553-d42e-4e3a-89be-32ca364cad4c","A maximum of 3 owners should be designated for your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","501541f7-f7e7-4cd6-868c-4190fdad3ac9","A vulnerability assessment solution should be enabled on your virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","501541f7-f7e7-4cd6-868c-4190fdad3ac9","A vulnerability assessment solution should be enabled on your virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","e3e008c3-56b9-4133-8fd7-d3347377402a","Accounts with owner permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2","IA","Identification and Authentication (Organizational Users)","e3e008c3-56b9-4133-8fd7-d3347377402a","Accounts with owner permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2(1)","IA","Identification and Authentication (Organizational Users)","e3e008c3-56b9-4133-8fd7-d3347377402a","Accounts with owner permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4","Accounts with read permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2","IA","Identification and Authentication (Organizational Users)","81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4","Accounts with read permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2(2)","IA","Identification and Authentication (Organizational Users)","81b3ccb4-e6e8-4e4a-8d05-5df25cd29fd4","Accounts with read permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","931e118d-50a1-4457-a5e4-78550e086c52","Accounts with write permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2","IA","Identification and Authentication (Organizational Users)","931e118d-50a1-4457-a5e4-78550e086c52","Accounts with write permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2(1)","IA","Identification and Authentication (Organizational Users)","931e118d-50a1-4457-a5e4-78550e086c52","Accounts with write permissions on Azure resources should be MFA enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7","CM","Least Functionality","47a6b606-51aa-4496-8bb7-64b11cf66adc","Adaptive application controls for defining safe applications should be enabled on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7(2)","CM","Least Functionality","47a6b606-51aa-4496-8bb7-64b11cf66adc","Adaptive application controls for defining safe applications should be enabled on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7(5)","CM","Least Functionality","47a6b606-51aa-4496-8bb7-64b11cf66adc","Adaptive application controls for defining safe applications should be enabled on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-10","CM","Unknown","47a6b606-51aa-4496-8bb7-64b11cf66adc","Adaptive application controls for defining safe applications should be enabled on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-11","CM","Unknown","47a6b606-51aa-4496-8bb7-64b11cf66adc","Adaptive application controls for defining safe applications should be enabled on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","08e6af2d-db70-460a-bfe9-d5bd474ba9d6","Adaptive network hardening recommendations should be applied on internet facing virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4(3)","AC","Information Flow Enforcement","08e6af2d-db70-460a-bfe9-d5bd474ba9d6","Adaptive network hardening recommendations should be applied on internet facing virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","08e6af2d-db70-460a-bfe9-d5bd474ba9d6","Adaptive network hardening recommendations should be applied on internet facing virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","08e6af2d-db70-460a-bfe9-d5bd474ba9d6","Adaptive network hardening recommendations should be applied on internet facing virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","9daedab3-fb2d-461e-b861-71790eead4f6","All network ports should be restricted on network security groups associated to your virtual machine","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","9daedab3-fb2d-461e-b861-71790eead4f6","All network ports should be restricted on network security groups associated to your virtual machine","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","9daedab3-fb2d-461e-b861-71790eead4f6","All network ports should be restricted on network security groups associated to your virtual machine","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7","CM","Least Functionality","123a3936-f020-408a-ba0c-47873faf1534","Allowlist rules in your adaptive application control policy should be updated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7(2)","CM","Least Functionality","123a3936-f020-408a-ba0c-47873faf1534","Allowlist rules in your adaptive application control policy should be updated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7(5)","CM","Least Functionality","123a3936-f020-408a-ba0c-47873faf1534","Allowlist rules in your adaptive application control policy should be updated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-10","CM","Unknown","123a3936-f020-408a-ba0c-47873faf1534","Allowlist rules in your adaptive application control policy should be updated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-11","CM","Unknown","123a3936-f020-408a-ba0c-47873faf1534","Allowlist rules in your adaptive application control policy should be updated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","0e246bcf-5f6f-4f87-bc6f-775d4712c7ea","Authorized IP ranges should be defined on Kubernetes Services","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","0e246bcf-5f6f-4f87-bc6f-775d4712c7ea","Authorized IP ranges should be defined on Kubernetes Services","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","0e246bcf-5f6f-4f87-bc6f-775d4712c7ea","Authorized IP ranges should be defined on Kubernetes Services","Audit","Audit","Audit","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","475aae12-b88a-4572-8b36-9b712b2b3a17","Auto provisioning of the Log Analytics agent should be enabled on your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-5","SC","Unknown","a7aca53f-2ed4-4466-a25e-0b45ade68efd","Azure DDoS Protection should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","2913021d-f2fd-4f3d-b958-22354e2bdbcb","Azure Defender for App Service should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","7fe3b40f-802b-4cdd-8bd4-fd799c948cc2","Azure Defender for Azure SQL Database servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","c3d20c29-b36d-48fe-808b-99a87530ad99","Azure Defender for Resource Manager should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-7","CM","Least Functionality","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-3","SC","Unknown","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-3","SI","Malicious Code Protection","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-16","SI","Unknown","4da35fc9-c9e7-4960-aec9-797fe7d9051d","Azure Defender for servers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","6581d072-105e-4418-827f-bd446d56421b","Azure Defender for SQL servers on machines should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3(7)","AC","Access Enforcement","ac4a19c2-fa67-49b4-8ae5-0b2e78c49457","Azure Role-Based Access Control (RBAC) should be used on Kubernetes Services","Audit","Audit","Audit","Planned","Both"
"AC-2","AC","Account Management","0cfea604-3201-4e14-88fc-fae4c427a6c5","Blocked accounts with owner permissions on Azure resources should be removed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2","AC","Account Management","8d7e1fde-fe26-4b5f-8108-f8e432cbc2be","Blocked accounts with read and write permissions on Azure resources should be removed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","6e2593d9-add6-4083-9c9b-4b7d2188c899","Email notification for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","6e2593d9-add6-4083-9c9b-4b7d2188c899","Email notification for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-6(2)","IR","Unknown","6e2593d9-add6-4083-9c9b-4b7d2188c899","Email notification for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4(12)","SI","System Monitoring","6e2593d9-add6-4083-9c9b-4b7d2188c899","Email notification for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-6(2)","IR","Unknown","0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4(12)","SI","System Monitoring","0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-3","SC","Unknown","26a828e1-e88f-464e-bbb3-c134a282b9de","Endpoint protection solution should be installed on virtual machine scale sets","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-3","SI","Malicious Code Protection","26a828e1-e88f-464e-bbb3-c134a282b9de","Endpoint protection solution should be installed on virtual machine scale sets","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2","AC","Account Management","339353f6-2387-4a45-abe4-7f529d121046","Guest accounts with owner permissions on Azure resources should be removed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2","AC","Account Management","e9ac8f8e-ce22-4355-8f04-99b911d6be52","Guest accounts with read permissions on Azure resources should be removed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2","AC","Account Management","94e1c2ac-cbbe-4cac-a2b5-389c812dee87","Guest accounts with write permissions on Azure resources should be removed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","ae89ebca-1c92-4898-ac2c-9f63decb045c","Guest Configuration extension should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","ae89ebca-1c92-4898-ac2c-9f63decb045c","Guest Configuration extension should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","ae89ebca-1c92-4898-ac2c-9f63decb045c","Guest Configuration extension should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","ae89ebca-1c92-4898-ac2c-9f63decb045c","Guest Configuration extension should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","ae89ebca-1c92-4898-ac2c-9f63decb045c","Guest Configuration extension should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
